image_id,Original_question,q_type,Mod_qns_Gemini,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000228794,Is this a park?,Is this,Is this a botanical park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000228794.jpg,Is this a <span style='color:red'>botanical</span> park?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> park?,yes
COCO_train2014_000000277284,Is the man playing with the dogs?,Is the,Is the man in the white shirt playing with the dogs?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277284.jpg,Is the man <span style='color:red'>in the white shirt</span> playing with the dogs?,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> playing with the dogs?,yes
COCO_train2014_000000480153,Is the photo colored?,Is the,Is the photo of the train colored?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000480153.jpg,Is the photo <span style='color:red'>of the train</span> colored?,Is the photo <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> colored?,yes
COCO_train2014_000000195998,Is there any thing stacked up?,Is there,Is there any cardboard boxes stacked up?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000195998.jpg,Is there <span style='color:red'>anything wooden</span> stacked up?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> stacked up?,yes
COCO_train2014_000000118022,Is there protein on the plate?,Is there,Is there creamy protein on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000118022.jpg,Is there <span style='color:red'>creamy</span> protein on the plate?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> protein on the plate?,yes
COCO_train2014_000000468393,Does the man have blonde hair?,Does,Does the man playing tennis have blonde hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000468393.jpg,Does the man <span style='color:red'>playing tennis</span> have blonde hair?,Does the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have blonde hair?,yes
COCO_train2014_000000370120,Is this a professional game?,Is this,Is this a professional tennis game?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000370120.jpg,Is this a professional <span style='color:red'>tennis</span> game?,Is this a professional <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> game?,yes
COCO_train2014_000000116402,Is this a happy family?,Is this,Is this a happy family playing a video game?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000116402.jpg,Is this a happy family <span style='color:red'>playing a video game?</span>,Is this a happy family <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000127067,Are there clouds?,Are,Are there white clouds?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000127067.jpg,Are there <span style='color:red'>white</span> clouds?,Are there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> clouds?,no
COCO_train2014_000000296205,Is the dog sleeping?,Is the,Is the black dog sleeping?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000296205.jpg,Is the <span style='color:red'>black</span> dog sleeping?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog sleeping?,yes
COCO_train2014_000000127809,Does the cat have it's mouth open?,Does,Does the groomed cat have its mouth open?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000127809.jpg,Does the <span style='color:red'>groomed</span> cat have its mouth open?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cat have its mouth open?,yes
COCO_train2014_000000012109,Are these autumn leaves on the ground?,Are,Is there a red car parked near the meter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000012109.jpg,<span style='color:red'>Is there a red car parked near</span> the meter?,<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the meter?,no
COCO_train2014_000000327820,Is this a ski resort?,Is this,Is this a ski resort in the mountains?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000327820.jpg,Is this a ski resort <span style='color:red'>in the mountains?</span>,Is this a ski resort <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000158933,Is there more than one clock displayed?,Is there,Is there more than one antique clock displayed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000158933.jpg,Is there more than one <span style='color:red'>antique</span> clock displayed?,Is there more than one <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> clock displayed?,yes
COCO_train2014_000000157502,Is there another animal visible that isn't a giraffe?,Is there,Is there another brown animal visible that isn't a giraffe?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000157502.jpg,Is there another <span style='color:red'>brown</span> animal visible that isn't a giraffe?,Is there another <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> animal visible that isn’t a giraffe?,yes
COCO_train2014_000000089462,Are there buildings in the picture?,Are,Are there any green buildings in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000089462.jpg,Are there <span style='color:red'>any green</span> buildings in the picture?,Are there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> buildings in the picture?,no
COCO_train2014_000000469363,Is the lady on the left wearing a visor?,Is the,Is the lady in pink wearing a visor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000469363.jpg,Is the lady <span style='color:red'>in pink</span> wearing a visor?,Is the lady <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing a visor?,yes
COCO_train2014_000000237903,Is this cat typing anything to it's owner?,Is this,Is this sleeping cat typing anything to its owner?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000237903.jpg,Is this <span style='color:red'>sleeping</span> cat typing anything to its owner?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cat typing anything to its owner?,no
COCO_train2014_000000006539,Are they in the city?,Are,Are the pink kites in the city?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000006539.jpg,Are <span style='color:red'>the pink kites</span> in the city?,Are <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the city?,yes
COCO_train2014_000000235499,Do you see a face?,Do,Do you see a tennis player's face?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000235499.jpg,Do you see a <span style='color:red'>tennis player's</span> face?,Do you see a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> face?,yes
COCO_train2014_000000189229,Are there any vegetables visible in this photo?,Are,Are there any yellow vegetables visible in this photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000189229.jpg,Are there any <span style='color:red'>yellow</span> vegetables visible in this photo?,Are there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> vegetables visible in this photo?,no
COCO_train2014_000000373970,Does everyone here have a home?,Does,Does everyone here in a wheelchair have a home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373970.jpg,Does everyone here <span style='color:red'>in a wheelchair</span> have a home?,Does everyone here <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have a home?,no
COCO_train2014_000000455112,Does the building in the back have a awning?,Does,Does the stone building in the back have an awning?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000455112.jpg,Does the <span style='color:red'>stone</span> building in the back have a awning?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> building in the back have a awning?,no
COCO_train2014_000000478257,Do they all have blond hair?,Do,Do they all have blond hair in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000478257.jpg,Do they all have blond hair <span style='color:red'>in the image?</span>,Do they all have blond hair <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000009960,Are the chalk lines on the field fresh?,Are,Are the chalk lines on the batter's box fresh?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000009960.jpg,Are the chalk lines on the <span style='color:red'>batter's box</span> fresh?,Are the chalk lines on the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> fresh?,yes
COCO_train2014_000000258110,Is the man rinsing off?,Is the,Is the man carrying a surfboard rinsing off?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000258110.jpg,Is the man <span style='color:red'>carrying a surfboard</span> rinsing off?,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> rinsing off?,no
COCO_train2014_000000479651,Is this a vegetable dish?,Is this,Is this a vegetable dish being cooked?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479651.jpg,Is this a vegetable dish <span style='color:red'>being cooked?</span>,Is this a vegetable dish <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000479707,Is this a formal occasion?,Is this,Is this a formal occasion in a stone room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479707.jpg,Is this a formal occasion <span style='color:red'>in a stone room?</span>,Is this a formal occasion <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000527785,Are both of these people reading?,Are,Is the person on the left reading?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000527785.jpg,<span style='color:red'>Is the person on the left</span> reading?,<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> reading?,yes
COCO_train2014_000000051083,Do you like the girl's outfit?,Do,Do you like the girl's black outfit?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000051083.jpg,Do you like the <span style='color:red'>girl's black</span> outfit?,Do you like the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> outfit?,no
COCO_train2014_000000416469,Is this suburbs or farm land?,Is this,Is this suburbs or farmland with horses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000416469.jpg,Is this suburbs or <span style='color:red'>farmland with horses?</span>,Is this suburbs or <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,farmland
COCO_train2014_000000487645,Does this airplane have propellers?,Does,Does this blue airplane have propellers?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000487645.jpg,Does this <span style='color:red'>blue</span> airplane have propellers?,Does this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> airplane have propellers?,no
