image_id,Original_question,q_type,Mod_qns_Llava,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000015404,Is the sky clear?,Is the,Is the sky clear and cloudy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000015404.jpg,Is the sky clear <span style='color:red'>and cloudy?</span>,Is the sky clear <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000084638,Is this dangerous?,Is this,Is this dangerous-looking escalator?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000084638.jpg,Is this <span style='color:red'>dangerous-looking escalator?</span>,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000295828,Is this man nicely dressed?,Is this,Is this man nicely dressed for a formal event?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000295828.jpg,Is this man nicely dressed <span style='color:red'>for a formal event?</span>,Is this man nicely dressed <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000024621,Is the man a pro skater?,Is the,Is the man a pro skater performing tricks at night in an indoor facility?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000024621.jpg,Is the man a pro skater <span style='color:red'>performing tricks at night in an indoor facility?</span>,Is the man a pro skater <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000009451,Is the person wearing any safety equipment?,Is the,Is the skateboarder wearing any safety equipment?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000009451.jpg,Is the <span style='color:red'>skateboarder</span> wearing any safety equipment?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing any safety equipment?,yes
COCO_train2014_000000489744,Is the man having fun?,Is the,Is the man playing a game of frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000489744.jpg,Is the man <span style='color:red'>playing a game of frisbee?</span>,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000205011,Is the skateboarding wearing safety gear on his head?,Is the,"In the image, does the skateboarder wearing safety gear on his head appear to be in motion?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000205011.jpg,"<span style='color:red'>In</span> the <span style='color:red'>image, does the skateboarder</span> wearing safety gear on his head <span style='color:red'>appear to be in motion?</span>",<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing safety gear on his head <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000302164,Is this giraffe standing on grass?,Is this,Is the giraffe standing on grass in a fenced area?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000302164.jpg,Is <span style='color:red'>the</span> giraffe standing on grass <span style='color:red'>in a fenced area?</span>,Is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> giraffe standing on grass <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000556643,Is the boy skating in an industrial park area?,Is the,Is the boy performing tricks on his skateboard in a residential neighborhood area?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000556643.jpg,Is the boy <span style='color:red'>performing tricks on his skateboard</span> in <span style='color:red'>a residential neighborhood</span> area?,Is the boy <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> area?,no
COCO_train2014_000000256968,Is the guy flying?,Is the,Is the guy on skateboard flying?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000256968.jpg,"<span style='color:red'>In the image, what type of trick</span> is the <span style='color:red'>skateboarder performing on the half pipe?</span>",<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000299026,Is there a crosswalk on the street?,Is there,Is there a crosswalk visible in the man's field of view on the street?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000299026.jpg,Is there a crosswalk <span style='color:red'>visible in the man's field of view</span> on the street?,Is there a crosswalk <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> on the street?,yes
COCO_train2014_000000260852,Is this baseball player hitting a ball?,Is this,Is this baseball player hitting a ball in his uniform?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000260852.jpg,Is this baseball player hitting a ball <span style='color:red'>in his uniform?</span>,Is this baseball player hitting a ball <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000050695,Is there a small child?,Is there,Is there a small child on the right?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000050695.jpg,Is there a small child <span style='color:red'>on the right?</span>,Is there a small child <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000156852,Is the meal tasty?,Is the,In what kind of setting is this man preparing food?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000156852.jpg,<span style='color:red'>In what kind of setting</span> is <span style='color:red'>this man preparing food?</span>,<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000325294,Is this a wild animal?,Is this,Is this a wild zebra?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000325294.jpg,Is this a wild <span style='color:red'>zebra?</span>,Is this a wild <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000550206,Is this a water pump?,Is this,Is this a red water pump?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000550206.jpg,Is this a <span style='color:red'>red</span> water pump?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> water pump?,no
COCO_train2014_000000172085,Is the note typed?,Is the,Is the note in the teddy bear's hand typed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000172085.jpg,Is the note <span style='color:red'>in the teddy bear's hand</span> typed?,Is the note <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> typed?,yes
COCO_train2014_000000321325,Is there any waves in the ocean?,Is there,Is there any large waves in the ocean?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000321325.jpg,Is there any <span style='color:red'>large</span> waves in the ocean?,Is there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> waves in the ocean?,yes
COCO_train2014_000000496932,Is this a bus station?,Is this,Is this a bus station at a beach?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000496932.jpg,Is this a bus station <span style='color:red'>at a beach?</span>,Is this a bus station <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000025833,Is the bus moving?,Is the,"Is the double-decker bus moving, and is it parked on a gravel surface?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000025833.jpg,"Is the <span style='color:red'>double-decker</span> bus moving, <span style='color:red'>and is it parked on a gravel surface?</span>","Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bus moving, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",no
COCO_train2014_000000504896,Is the laptop open?,Is the,Is the laptop open on the desk?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000504896.jpg,Is the laptop open <span style='color:red'>on the desk?</span>,Is the laptop open <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000142420,Is there water here?,Is there,Is there bottled water in this refrigerator?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000142420.jpg,Is there <span style='color:red'>bottled</span> water <span style='color:red'>in this refrigerator?</span>,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> water <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000323182,Is this a church?,Is this,Is this a brick church located in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000323182.jpg,Is this a <span style='color:red'>brick</span> church <span style='color:red'>located in the background?</span>,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> church <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000193077,Is the burger shop open right now?,Is the,Is the Madi burger shop open and ready for business?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000193077.jpg,Is the <span style='color:red'>Madi</span> burger shop open <span style='color:red'>and ready for business?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> burger shop open <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000392480,Is there a person in the photo?,Is there,Is there a person in the background of the photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000392480.jpg,Is there a person in the <span style='color:red'>background of the</span> photo?,Is there a person in the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> photo?,no
